TripID,TripDuration,TripDistance,StartTime,EndTime,StartCenterlineID,StartCenterlineType,EndCenterlineID,EndCenterlineType,ObjectId
10599,83,15,2019-05-18T21:30:00.000Z,2019-05-18T21:30:00.000Z,16174,street,21503,street,9606
10616,878,1252,2019-05-18T21:30:00.000Z,2019-05-18T22:00:00.000Z,17605,street,17709,street,9607
10624,1080,2712,2019-05-18T22:00:00.000Z,2019-05-18T22:00:00.000Z,,trail,19542,street,9608
10633,573,993,2019-05-18T22:00:00.000Z,2019-05-18T22:00:00.000Z,25484,street,22439,street,9609
10643,800,1086,2019-05-18T22:00:00.000Z,2019-05-18T22:00:00.000Z,18595,street,,trail,9610
10648,267,1058,2019-05-18T22:00:00.000Z,2019-05-18T22:00:00.000Z,20747,street,10633,street,9611
10649,66,104,2019-05-18T22:00:00.000Z,2019-05-18T22:00:00.000Z,,trail,16718,street,9612
10650,413,834,2019-05-18T22:00:00.000Z,2019-05-18T22:00:00.000Z,25552,street,15359,street,9613
10677,337,291,2019-05-18T22:00:00.000Z,2019-05-18T22:00:00.000Z,15308,street,15309,street,9614
10678,2452,1228,2019-05-18T22:00:00.000Z,2019-05-18T22:30:00.000Z,15651,street,20922,street,9615
10680,4637,5522,2019-05-18T22:00:00.000Z,2019-05-18T23:30:00.000Z,16969,street,17317,street,9616
10697,508,582,2019-05-18T22:00:00.000Z,2019-05-18T22:30:00.000Z,15300,street,12775,street,9617
10710,194,645,2019-05-18T22:00:00.000Z,2019-05-18T22:30:00.000Z,16713,street,16716,street,9618
10626,99,323,2019-05-18T22:00:00.000Z,2019-05-18T22:00:00.000Z,21089,street,14827,street,9619
10629,867,2985,2019-05-18T22:00:00.000Z,2019-05-18T22:00:00.000Z,10921,street,14386,street,9620
10632,56,82,2019-05-18T22:00:00.000Z,2019-05-18T22:00:00.000Z,16817,street,18992,street,9621
10636,465,21,2019-05-18T22:00:00.000Z,2019-05-18T22:00:00.000Z,17547,street,21503,street,9622
10642,270,477,2019-05-18T22:00:00.000Z,2019-05-18T22:00:00.000Z,,trail,,trail,9623
10647,2351,4770,2019-05-18T22:00:00.000Z,2019-05-18T22:30:00.000Z,15683,street,,trail,9624
10672,342,757,2019-05-18T22:00:00.000Z,2019-05-18T22:00:00.000Z,21910,street,16506,street,9625
10679,301,847,2019-05-18T22:00:00.000Z,2019-05-18T22:00:00.000Z,17175,street,14916,street,9626
10684,1611,1640,2019-05-18T22:00:00.000Z,2019-05-18T22:30:00.000Z,12785,street,14366,street,9627
10699,1162,4958,2019-05-18T22:00:00.000Z,2019-05-18T22:30:00.000Z,,trail,,trail,9628
10700,222,472,2019-05-18T22:00:00.000Z,2019-05-18T22:00:00.000Z,17183,street,19133,street,9629
10711,562,1010,2019-05-18T22:00:00.000Z,2019-05-18T22:30:00.000Z,12774,street,,trail,9630
10625,491,333,2019-05-18T22:00:00.000Z,2019-05-18T22:00:00.000Z,14908,street,19222,street,9631
10631,2395,6466,2019-05-18T22:00:00.000Z,2019-05-18T22:30:00.000Z,16979,street,21739,street,9632
10654,188,404,2019-05-18T22:00:00.000Z,2019-05-18T22:00:00.000Z,12417,street,13479,street,9633
10663,6174,7736,2019-05-18T22:00:00.000Z,2019-05-18T23:30:00.000Z,15049,street,19542,street,9634
10670,432,613,2019-05-18T22:00:00.000Z,2019-05-18T22:00:00.000Z,16184,street,21617,street,9635
10675,1176,3543,2019-05-18T22:00:00.000Z,2019-05-18T22:30:00.000Z,15567,street,22646,street,9636
10691,675,1003,2019-05-18T22:00:00.000Z,2019-05-18T22:30:00.000Z,20968,street,15894,street,9637
10693,431,1182,2019-05-18T22:00:00.000Z,2019-05-18T22:00:00.000Z,16286,street,17917,street,9638
10701,1187,4984,2019-05-18T22:00:00.000Z,2019-05-18T22:30:00.000Z,16704,street,11150,street,9639
10695,691,2350,2019-05-18T22:00:00.000Z,2019-05-18T22:30:00.000Z,25552,street,14908,street,9640
10702,422,1891,2019-05-18T22:00:00.000Z,2019-05-18T22:30:00.000Z,17435,street,15018,street,9641
10715,1204,1662,2019-05-18T22:00:00.000Z,2019-05-18T22:30:00.000Z,14153,street,19409,street,9642
10703,371,1488,2019-05-18T22:00:00.000Z,2019-05-18T22:30:00.000Z,17019,street,16665,street,9643
10646,783,54,2019-05-18T22:00:00.000Z,2019-05-18T22:00:00.000Z,,trail,,trail,9644
10705,340,958,2019-05-18T22:00:00.000Z,2019-05-18T22:30:00.000Z,,trail,,trail,9645
10655,836,1367,2019-05-18T22:00:00.000Z,2019-05-18T22:00:00.000Z,16838,street,18606,street,9646
10640,301,933,2019-05-18T22:00:00.000Z,2019-05-18T22:00:00.000Z,22633,street,20967,street,9647
10656,1173,2240,2019-05-18T22:00:00.000Z,2019-05-18T22:00:00.000Z,17627,street,15894,street,9648
10641,778,2934,2019-05-18T22:00:00.000Z,2019-05-18T22:00:00.000Z,11040,street,16205,street,9649
10657,311,1265,2019-05-18T22:00:00.000Z,2019-05-18T22:00:00.000Z,15454,street,20754,street,9650
10661,436,107,2019-05-18T22:00:00.000Z,2019-05-18T22:00:00.000Z,12785,street,12785,street,9651
10667,814,1497,2019-05-18T22:00:00.000Z,2019-05-18T22:00:00.000Z,25604,street,13712,street,9652
10665,566,1684,2019-05-18T22:00:00.000Z,2019-05-18T22:00:00.000Z,25604,street,13712,street,9653
10671,843,1724,2019-05-18T22:00:00.000Z,2019-05-18T22:00:00.000Z,25374,street,18706,street,9654
10686,113,2,2019-05-18T22:00:00.000Z,2019-05-18T22:00:00.000Z,15858,street,15858,street,9655
10676,397,777,2019-05-18T22:00:00.000Z,2019-05-18T22:00:00.000Z,16804,street,17119,street,9656
10687,450,936,2019-05-18T22:00:00.000Z,2019-05-18T22:00:00.000Z,22439,street,17119,street,9657
10682,635,1110,2019-05-18T22:00:00.000Z,2019-05-18T22:00:00.000Z,25604,street,15297,street,9658
10690,99,37,2019-05-18T22:00:00.000Z,2019-05-18T22:00:00.000Z,,trail,,trail,9659
10683,506,1368,2019-05-18T22:00:00.000Z,2019-05-18T22:00:00.000Z,20102,street,18706,street,9660
10692,4640,3303,2019-05-18T22:00:00.000Z,2019-05-18T23:30:00.000Z,21503,street,11172,street,9661
10694,340,995,2019-05-18T22:00:00.000Z,2019-05-18T22:00:00.000Z,,trail,18754,street,9662
10706,409,686,2019-05-18T22:00:00.000Z,2019-05-18T22:30:00.000Z,16174,street,15756,street,9663
10627,497,1849,2019-05-18T22:00:00.000Z,2019-05-18T22:00:00.000Z,17917,street,11295,street,9664
10635,469,1231,2019-05-18T22:00:00.000Z,2019-05-18T22:00:00.000Z,17547,street,21503,street,9665
10645,2047,3800,2019-05-18T22:00:00.000Z,2019-05-18T22:30:00.000Z,16775,street,15050,street,9666
10653,516,1737,2019-05-18T22:00:00.000Z,2019-05-18T22:00:00.000Z,15028,street,15028,street,9667
10515,565,2156,2019-05-18T21:30:00.000Z,2019-05-18T21:30:00.000Z,17116,street,17186,street,9668
10658,521,1102,2019-05-18T22:00:00.000Z,2019-05-18T22:00:00.000Z,15608,street,16324,street,9669
10662,999,2077,2019-05-18T22:00:00.000Z,2019-05-18T22:00:00.000Z,22500,street,16590,street,9670
10674,1413,3611,2019-05-18T22:00:00.000Z,2019-05-18T22:30:00.000Z,17635,street,21318,street,9671
10689,383,671,2019-05-18T22:00:00.000Z,2019-05-18T22:00:00.000Z,16465,street,19400,street,9672
10713,1169,3856,2019-05-18T22:00:00.000Z,2019-05-18T22:30:00.000Z,11295,street,25868,street,9673
10628,300,1159,2019-05-18T22:00:00.000Z,2019-05-18T22:00:00.000Z,16615,street,17436,street,9674
10634,284,916,2019-05-18T22:00:00.000Z,2019-05-18T22:00:00.000Z,17317,street,16911,street,9675
10652,2057,6238,2019-05-18T22:00:00.000Z,2019-05-18T22:30:00.000Z,25697,street,19286,street,9676
10664,1188,3912,2019-05-18T22:00:00.000Z,2019-05-18T22:30:00.000Z,19227,street,17616,street,9677
10668,329,1229,2019-05-18T22:00:00.000Z,2019-05-18T22:00:00.000Z,14081,street,16086,street,9678
10669,501,1575,2019-05-18T22:00:00.000Z,2019-05-18T22:00:00.000Z,16205,street,17116,street,9679
10714,320,934,2019-05-18T22:00:00.000Z,2019-05-18T22:30:00.000Z,17240,street,16615,street,9680
10623,859,833,2019-05-18T22:00:00.000Z,2019-05-18T22:00:00.000Z,21503,street,15453,street,9681
10630,2383,6208,2019-05-18T22:00:00.000Z,2019-05-18T22:30:00.000Z,16979,street,21739,street,9682
10637,437,572,2019-05-18T22:00:00.000Z,2019-05-18T22:00:00.000Z,22311,street,16174,street,9683
10638,618,1246,2019-05-18T22:00:00.000Z,2019-05-18T22:00:00.000Z,14202,street,15309,street,9684
10639,134,267,2019-05-18T22:00:00.000Z,2019-05-18T22:00:00.000Z,15756,street,15756,street,9685
10659,1770,5451,2019-05-18T22:00:00.000Z,2019-05-18T22:30:00.000Z,25697,street,21866,street,9686
10666,706,2684,2019-05-18T22:00:00.000Z,2019-05-18T22:00:00.000Z,16236,street,17615,street,9687
10673,577,517,2019-05-18T22:00:00.000Z,2019-05-18T22:00:00.000Z,20352,street,20352,street,9688
10681,453,1420,2019-05-18T22:00:00.000Z,2019-05-18T22:00:00.000Z,16102,street,17857,street,9689
10371,968,1400,2019-05-18T20:30:00.000Z,2019-05-18T21:00:00.000Z,,trail,17116,street,9690
10685,5606,1495,2019-05-18T22:00:00.000Z,2019-05-18T23:30:00.000Z,15049,street,16657,street,9691
10688,682,2166,2019-05-18T22:00:00.000Z,2019-05-18T22:30:00.000Z,,trail,,trail,9692
10696,2395,10105,2019-05-18T22:00:00.000Z,2019-05-18T23:00:00.000Z,,trail,,trail,9693
10698,2331,7078,2019-05-18T22:00:00.000Z,2019-05-18T23:00:00.000Z,19986,street,,trail,9694
10704,459,22,2019-05-18T22:00:00.000Z,2019-05-18T22:30:00.000Z,17149,street,17149,street,9695
10708,206,599,2019-05-18T22:00:00.000Z,2019-05-18T22:30:00.000Z,15028,street,16178,street,9696
10723,780,4,2019-05-18T22:30:00.000Z,2019-05-18T22:30:00.000Z,17470,street,17346,street,9697
10726,199,195,2019-05-18T22:30:00.000Z,2019-05-18T22:30:00.000Z,17616,street,22441,street,9698
10731,789,1100,2019-05-18T22:30:00.000Z,2019-05-18T22:30:00.000Z,11253,street,19409,street,9699
10528,217,724,2019-05-18T21:30:00.000Z,2019-05-18T21:30:00.000Z,15300,street,15858,street,9700
10503,86,207,2019-05-18T21:00:00.000Z,2019-05-18T21:00:00.000Z,,trail,,trail,9701
10749,163,32,2019-05-18T22:30:00.000Z,2019-05-18T22:30:00.000Z,15036,street,15569,street,9702
10758,90,65,2019-05-18T22:30:00.000Z,2019-05-18T22:30:00.000Z,21306,street,15036,street,9703
10766,412,1142,2019-05-18T22:30:00.000Z,2019-05-18T22:30:00.000Z,18922,street,17708,street,9704
10321,469,535,2019-05-18T20:30:00.000Z,2019-05-18T20:30:00.000Z,16854,street,21503,street,9705
10506,451,1381,2019-05-18T21:00:00.000Z,2019-05-18T21:30:00.000Z,15003,street,17114,street,9706
10530,417,928,2019-05-18T21:30:00.000Z,2019-05-18T21:30:00.000Z,16638,street,14834,street,9707
10385,1443,542,2019-05-18T20:30:00.000Z,2019-05-18T21:00:00.000Z,17244,street,21655,street,9708
10323,288,1537,2019-05-18T20:30:00.000Z,2019-05-18T20:30:00.000Z,11507,street,16638,street,9709
10536,468,871,2019-05-18T21:30:00.000Z,2019-05-18T21:30:00.000Z,10323,street,10316,street,9710
10509,72,64,2019-05-18T21:00:00.000Z,2019-05-18T21:30:00.000Z,17473,street,,trail,9711
10547,410,1689,2019-05-18T21:30:00.000Z,2019-05-18T21:30:00.000Z,15005,street,,trail,9712
10292,593,1334,2019-05-18T20:30:00.000Z,2019-05-18T20:30:00.000Z,15149,street,16205,street,9713
10329,1441,1230,2019-05-18T20:30:00.000Z,2019-05-18T21:00:00.000Z,11951,street,14153,street,9714
10541,547,1703,2019-05-18T21:30:00.000Z,2019-05-18T21:30:00.000Z,21222,street,25604,street,9715
10408,541,4000,2019-05-18T21:00:00.000Z,2019-05-18T21:00:00.000Z,16912,street,20011,street,9716
10552,259,834,2019-05-18T21:30:00.000Z,2019-05-18T21:30:00.000Z,16205,street,21309,street,9717
10296,1080,1482,2019-05-18T20:30:00.000Z,2019-05-18T20:30:00.000Z,16053,street,16615,street,9718
10343,187,775,2019-05-18T20:30:00.000Z,2019-05-18T20:30:00.000Z,22908,street,14961,street,9719
10544,242,370,2019-05-18T21:30:00.000Z,2019-05-18T21:30:00.000Z,,trail,,trail,9720
10415,551,773,2019-05-18T21:00:00.000Z,2019-05-18T21:00:00.000Z,15178,street,,trail,9721
10557,905,3349,2019-05-18T21:30:00.000Z,2019-05-18T22:00:00.000Z,19311,street,,trail,9722
10308,700,1274,2019-05-18T20:30:00.000Z,2019-05-18T20:30:00.000Z,18604,street,,trail,9723
10358,308,922,2019-05-18T20:30:00.000Z,2019-05-18T20:30:00.000Z,17310,street,19250,street,9724
10546,244,512,2019-05-18T21:30:00.000Z,2019-05-18T21:30:00.000Z,15312,street,11423,street,9725
10430,174,713,2019-05-18T21:00:00.000Z,2019-05-18T21:00:00.000Z,15312,street,15454,street,9726
10566,296,810,2019-05-18T21:30:00.000Z,2019-05-18T21:30:00.000Z,11174,street,15308,street,9727
10310,2332,7297,2019-05-18T20:30:00.000Z,2019-05-18T21:00:00.000Z,20017,street,17246,street,9728
10360,206,684,2019-05-18T20:30:00.000Z,2019-05-18T20:30:00.000Z,15453,street,15454,street,9729
10551,198,647,2019-05-18T21:30:00.000Z,2019-05-18T21:30:00.000Z,20412,street,,trail,9730
10438,703,2596,2019-05-18T21:00:00.000Z,2019-05-18T21:00:00.000Z,20478,street,20817,street,9731
10603,130,404,2019-05-18T21:30:00.000Z,2019-05-18T21:30:00.000Z,22530,street,15541,street,9732
10311,374,1078,2019-05-18T20:30:00.000Z,2019-05-18T20:30:00.000Z,21646,street,17242,street,9733
10361,216,409,2019-05-18T20:30:00.000Z,2019-05-18T20:30:00.000Z,15756,street,15756,street,9734
10561,356,1099,2019-05-18T21:30:00.000Z,2019-05-18T21:30:00.000Z,25632,street,15606,street,9735
10440,484,2081,2019-05-18T21:00:00.000Z,2019-05-18T21:00:00.000Z,17874,street,15005,street,9736
10607,390,1162,2019-05-18T21:30:00.000Z,2019-05-18T22:00:00.000Z,22529,street,20102,street,9737
10314,2063,3507,2019-05-18T20:30:00.000Z,2019-05-18T21:00:00.000Z,16771,street,17116,street,9738
10363,235,5,2019-05-18T20:30:00.000Z,2019-05-18T20:30:00.000Z,15029,street,15029,street,9739
10563,2769,4030,2019-05-18T21:30:00.000Z,2019-05-18T22:30:00.000Z,20018,street,20018,street,9740
10449,265,705,2019-05-18T21:00:00.000Z,2019-05-18T21:00:00.000Z,,trail,16205,street,9741
10618,3396,2236,2019-05-18T21:30:00.000Z,2019-05-18T22:30:00.000Z,17119,street,17709,street,9742
10318,561,1685,2019-05-18T20:30:00.000Z,2019-05-18T20:30:00.000Z,17547,street,18154,street,9743
10380,109,280,2019-05-18T20:30:00.000Z,2019-05-18T20:30:00.000Z,16854,street,15756,street,9744
10573,819,1230,2019-05-18T21:30:00.000Z,2019-05-18T22:00:00.000Z,,trail,,trail,9745
10450,1911,1843,2019-05-18T21:00:00.000Z,2019-05-18T21:30:00.000Z,,trail,21309,street,9746
10520,109,461,2019-05-18T21:30:00.000Z,2019-05-18T21:30:00.000Z,,trail,,trail,9747
10334,454,788,2019-05-18T20:30:00.000Z,2019-05-18T20:30:00.000Z,17045,street,17045,street,9748
10384,634,2001,2019-05-18T20:30:00.000Z,2019-05-18T21:00:00.000Z,17244,street,16909,street,9749
10577,2888,2999,2019-05-18T21:30:00.000Z,2019-05-18T22:30:00.000Z,18928,street,18598,street,9750
10469,420,1286,2019-05-18T21:00:00.000Z,2019-05-18T21:00:00.000Z,17052,street,16979,street,9751
10473,2539,4280,2019-05-18T21:00:00.000Z,2019-05-18T22:00:00.000Z,,trail,,trail,9752
10475,361,1572,2019-05-18T21:00:00.000Z,2019-05-18T21:00:00.000Z,14836,street,16638,street,9753
10485,1516,4102,2019-05-18T21:00:00.000Z,2019-05-18T21:30:00.000Z,,trail,,trail,9754
10491,1909,4465,2019-05-18T21:00:00.000Z,2019-05-18T21:30:00.000Z,,trail,,trail,9755
10496,173,184,2019-05-18T21:00:00.000Z,2019-05-18T21:00:00.000Z,15304,street,15028,street,9756
10507,312,726,2019-05-18T21:00:00.000Z,2019-05-18T21:30:00.000Z,16638,street,16638,street,9757
10403,440,1815,2019-05-18T21:00:00.000Z,2019-05-18T21:00:00.000Z,18754,street,16733,street,9758
10409,174,401,2019-05-18T21:00:00.000Z,2019-05-18T21:00:00.000Z,21503,street,20102,street,9759
10423,324,765,2019-05-18T21:00:00.000Z,2019-05-18T21:00:00.000Z,16804,street,17240,street,9760
10426,382,937,2019-05-18T21:00:00.000Z,2019-05-18T21:00:00.000Z,17047,street,16817,street,9761
10431,456,598,2019-05-18T21:00:00.000Z,2019-05-18T21:00:00.000Z,16220,street,,trail,9762
10436,1030,4373,2019-05-18T21:00:00.000Z,2019-05-18T21:00:00.000Z,18597,street,22311,street,9763
10442,767,1399,2019-05-18T21:00:00.000Z,2019-05-18T21:00:00.000Z,16086,street,26106,street,9764
10443,220,641,2019-05-18T21:00:00.000Z,2019-05-18T21:00:00.000Z,16912,street,17874,street,9765
10444,1473,636,2019-05-18T21:00:00.000Z,2019-05-18T21:30:00.000Z,16854,street,25604,street,9766
10445,1028,2856,2019-05-18T21:00:00.000Z,2019-05-18T21:30:00.000Z,15756,street,18611,street,9767
10446,152,137,2019-05-18T21:00:00.000Z,2019-05-18T21:00:00.000Z,18922,street,18840,street,9768
10458,594,1464,2019-05-18T21:00:00.000Z,2019-05-18T21:00:00.000Z,17874,street,16659,street,9769
10468,427,1129,2019-05-18T21:00:00.000Z,2019-05-18T21:00:00.000Z,21934,street,16979,street,9770
10477,376,1107,2019-05-18T21:00:00.000Z,2019-05-18T21:00:00.000Z,14366,street,15028,street,9771
10480,181,493,2019-05-18T21:00:00.000Z,2019-05-18T21:00:00.000Z,20102,street,25374,street,9772
10489,606,899,2019-05-18T21:00:00.000Z,2019-05-18T21:30:00.000Z,16209,street,16829,street,9773
10505,460,1372,2019-05-18T21:00:00.000Z,2019-05-18T21:30:00.000Z,15003,street,17119,street,9774
10397,578,926,2019-05-18T21:00:00.000Z,2019-05-18T21:00:00.000Z,21710,street,18374,street,9775
10399,959,1343,2019-05-18T21:00:00.000Z,2019-05-18T21:00:00.000Z,18593,street,18593,street,9776
10407,618,3183,2019-05-18T21:00:00.000Z,2019-05-18T21:00:00.000Z,20965,street,16435,street,9777
10418,301,469,2019-05-18T21:00:00.000Z,2019-05-18T21:00:00.000Z,17709,street,16845,street,9778
10420,424,1314,2019-05-18T21:00:00.000Z,2019-05-18T21:00:00.000Z,19772,street,16838,street,9779
10427,512,224,2019-05-18T21:00:00.000Z,2019-05-18T21:00:00.000Z,16173,street,20743,street,9780
10428,690,916,2019-05-18T21:00:00.000Z,2019-05-18T21:00:00.000Z,21503,street,11174,street,9781
10467,367,1259,2019-05-18T21:00:00.000Z,2019-05-18T21:00:00.000Z,21095,street,26005,street,9782
10472,1173,2371,2019-05-18T21:00:00.000Z,2019-05-18T21:30:00.000Z,22502,street,16838,street,9783
10474,852,2117,2019-05-18T21:00:00.000Z,2019-05-18T21:30:00.000Z,14836,street,16638,street,9784
10476,385,795,2019-05-18T21:00:00.000Z,2019-05-18T21:00:00.000Z,16701,street,16659,street,9785
10488,42,21,2019-05-18T21:00:00.000Z,2019-05-18T21:00:00.000Z,15307,street,15307,street,9786
10498,1589,3471,2019-05-18T21:00:00.000Z,2019-05-18T21:30:00.000Z,17240,street,17240,street,9787
10504,74,99,2019-05-18T21:00:00.000Z,2019-05-18T21:00:00.000Z,11407,street,21609,street,9788
10508,551,2039,2019-05-18T21:00:00.000Z,2019-05-18T21:30:00.000Z,17116,street,15560,street,9789
10512,550,857,2019-05-18T21:30:00.000Z,2019-05-18T21:30:00.000Z,,trail,,trail,9790
10481,447,512,2019-05-18T21:00:00.000Z,2019-05-18T21:00:00.000Z,17116,street,17053,street,9791
10533,468,1191,2019-05-18T21:30:00.000Z,2019-05-18T21:30:00.000Z,15756,street,17470,street,9792
10335,319,662,2019-05-18T20:30:00.000Z,2019-05-18T20:30:00.000Z,17347,street,,trail,9793
10392,1020,1376,2019-05-18T20:30:00.000Z,2019-05-18T21:00:00.000Z,18597,street,17053,street,9794
10580,722,653,2019-05-18T21:30:00.000Z,2019-05-18T22:00:00.000Z,19847,street,20014,street,9795
10537,959,3174,2019-05-18T21:30:00.000Z,2019-05-18T21:30:00.000Z,16435,street,21923,street,9796
10340,297,506,2019-05-18T20:30:00.000Z,2019-05-18T20:30:00.000Z,17105,street,17872,street,9797
10295,495,825,2019-05-18T20:30:00.000Z,2019-05-18T20:30:00.000Z,15049,street,21646,street,9798
10581,391,1219,2019-05-18T21:30:00.000Z,2019-05-18T21:30:00.000Z,,trail,,trail,9799
10548,270,617,2019-05-18T21:30:00.000Z,2019-05-18T21:30:00.000Z,18924,street,15036,street,9800
10341,443,564,2019-05-18T20:30:00.000Z,2019-05-18T20:30:00.000Z,25374,street,15300,street,9801
10298,1420,3701,2019-05-18T20:30:00.000Z,2019-05-18T20:30:00.000Z,16632,street,14366,street,9802
10594,6020,6558,2019-05-18T21:30:00.000Z,2019-05-18T23:30:00.000Z,17613,street,17474,street,9803
10550,280,681,2019-05-18T21:30:00.000Z,2019-05-18T21:30:00.000Z,20039,street,14962,street,9804
10342,1478,3878,2019-05-18T20:30:00.000Z,2019-05-18T21:00:00.000Z,21584,street,,trail,9805
10299,579,1300,2019-05-18T20:30:00.000Z,2019-05-18T20:30:00.000Z,21091,street,,trail,9806
10596,591,2517,2019-05-18T21:30:00.000Z,2019-05-18T22:00:00.000Z,16829,street,16704,street,9807
10553,1719,985,2019-05-18T21:30:00.000Z,2019-05-18T22:00:00.000Z,20402,street,16663,street,9808
10345,855,2785,2019-05-18T20:30:00.000Z,2019-05-18T21:00:00.000Z,,trail,11518,street,9809
10319,2287,7292,2019-05-18T20:30:00.000Z,2019-05-18T21:00:00.000Z,20017,street,17246,street,9810
10606,489,1236,2019-05-18T21:30:00.000Z,2019-05-18T22:00:00.000Z,15454,street,17615,street,9811
10555,1220,2851,2019-05-18T21:30:00.000Z,2019-05-18T22:00:00.000Z,15811,street,16102,street,9812
10353,333,417,2019-05-18T20:30:00.000Z,2019-05-18T20:30:00.000Z,,trail,18224,street,9813
10327,1491,2547,2019-05-18T20:30:00.000Z,2019-05-18T21:00:00.000Z,11951,street,14153,street,9814
10610,493,1500,2019-05-18T21:30:00.000Z,2019-05-18T22:00:00.000Z,14368,street,16465,street,9815
10568,955,2006,2019-05-18T21:30:00.000Z,2019-05-18T22:00:00.000Z,,trail,16631,street,9816
10369,3132,3108,2019-05-18T20:30:00.000Z,2019-05-18T21:30:00.000Z,25097,street,17709,street,9817
10331,119,144,2019-05-18T20:30:00.000Z,2019-05-18T20:30:00.000Z,21177,street,14366,street,9818
10614,451,1466,2019-05-18T21:30:00.000Z,2019-05-18T22:00:00.000Z,25281,street,17183,street,9819
10569,1497,3432,2019-05-18T21:30:00.000Z,2019-05-18T22:00:00.000Z,,trail,20747,street,9820
10373,791,2626,2019-05-18T20:30:00.000Z,2019-05-18T21:00:00.000Z,25281,street,14368,street,9821
10339,458,867,2019-05-18T20:30:00.000Z,2019-05-18T20:30:00.000Z,16220,street,14841,street,9822
10617,795,2047,2019-05-18T21:30:00.000Z,2019-05-18T22:00:00.000Z,11192,street,19587,street,9823
10579,528,1133,2019-05-18T21:30:00.000Z,2019-05-18T21:30:00.000Z,14802,street,,trail,9824
10378,691,16,2019-05-18T20:30:00.000Z,2019-05-18T21:00:00.000Z,15454,street,21174,street,9825
10348,417,532,2019-05-18T20:30:00.000Z,2019-05-18T20:30:00.000Z,,trail,,trail,9826
10620,495,1229,2019-05-18T21:30:00.000Z,2019-05-18T22:00:00.000Z,21646,street,,trail,9827
10584,465,1849,2019-05-18T21:30:00.000Z,2019-05-18T21:30:00.000Z,14834,street,25268,street,9828
10383,115,264,2019-05-18T20:30:00.000Z,2019-05-18T20:30:00.000Z,16854,street,15756,street,9829
10357,7453,85,2019-05-18T20:30:00.000Z,2019-05-18T22:30:00.000Z,16854,street,16854,street,9830
10362,188,114,2019-05-18T20:30:00.000Z,2019-05-18T20:30:00.000Z,20352,street,20352,street,9831
10376,498,1254,2019-05-18T20:30:00.000Z,2019-05-18T21:00:00.000Z,,trail,16220,street,9832
10379,572,2153,2019-05-18T20:30:00.000Z,2019-05-18T21:00:00.000Z,16173,street,22529,street,9833
10381,122,380,2019-05-18T20:30:00.000Z,2019-05-18T20:30:00.000Z,16641,street,18471,street,9834
10388,226,29,2019-05-18T20:30:00.000Z,2019-05-18T21:00:00.000Z,16854,street,16854,street,9835
10389,443,998,2019-05-18T20:30:00.000Z,2019-05-18T21:00:00.000Z,11363,street,11363,street,9836
10391,215,483,2019-05-18T20:30:00.000Z,2019-05-18T21:00:00.000Z,21309,street,21308,street,9837
10393,2946,5102,2019-05-18T20:30:00.000Z,2019-05-18T21:30:00.000Z,16634,street,16659,street,9838
10395,995,1302,2019-05-18T20:30:00.000Z,2019-05-18T21:00:00.000Z,18593,street,21933,street,9839
10320,113,215,2019-05-18T20:30:00.000Z,2019-05-18T20:30:00.000Z,12775,street,21177,street,9840
10330,204,864,2019-05-18T20:30:00.000Z,2019-05-18T20:30:00.000Z,16761,street,16086,street,9841
10332,643,1315,2019-05-18T20:30:00.000Z,2019-05-18T20:30:00.000Z,,trail,14841,street,9842
10346,1346,3420,2019-05-18T20:30:00.000Z,2019-05-18T21:00:00.000Z,21584,street,25531,street,9843
10349,394,997,2019-05-18T20:30:00.000Z,2019-05-18T20:30:00.000Z,,trail,15454,street,9844
10390,437,707,2019-05-18T20:30:00.000Z,2019-05-18T21:00:00.000Z,18603,street,23173,street,9845
10297,248,775,2019-05-18T20:30:00.000Z,2019-05-18T20:30:00.000Z,20102,street,14368,street,9846
10303,993,1784,2019-05-18T20:30:00.000Z,2019-05-18T20:30:00.000Z,15049,street,16615,street,9847
10306,957,984,2019-05-18T20:30:00.000Z,2019-05-18T20:30:00.000Z,16854,street,16854,street,9848
10307,1814,3342,2019-05-18T20:30:00.000Z,2019-05-18T21:00:00.000Z,20560,street,14366,street,9849
10337,341,984,2019-05-18T20:30:00.000Z,2019-05-18T20:30:00.000Z,17105,street,16912,street,9850
10367,254,993,2019-05-18T20:30:00.000Z,2019-05-18T20:30:00.000Z,16979,street,16804,street,9851
10394,931,937,2019-05-18T20:30:00.000Z,2019-05-18T21:00:00.000Z,18604,street,20118,street,9852
10309,196,172,2019-05-18T20:30:00.000Z,2019-05-18T20:30:00.000Z,16636,street,16894,street,9853
10324,600,2507,2019-05-18T20:30:00.000Z,2019-05-18T20:30:00.000Z,18610,street,25351,street,9854
10326,342,537,2019-05-18T20:30:00.000Z,2019-05-18T20:30:00.000Z,16854,street,21503,street,9855
10336,656,2070,2019-05-18T20:30:00.000Z,2019-05-18T20:30:00.000Z,21222,street,14366,street,9856
10351,714,1604,2019-05-18T20:30:00.000Z,2019-05-18T21:00:00.000Z,,trail,19544,street,9857
10355,452,2184,2019-05-18T20:30:00.000Z,2019-05-18T20:30:00.000Z,18600,street,14830,street,9858
10359,730,912,2019-05-18T20:30:00.000Z,2019-05-18T21:00:00.000Z,17547,street,15307,street,9859
10368,3142,2826,2019-05-18T20:30:00.000Z,2019-05-18T21:30:00.000Z,25275,street,17709,street,9860
